text,emotion,updated_emotion
"I was watching my son the other day and I'll watch him for two days at a time.  I realized in the second day that I really don't talk to anyone else other than him during the day, and needed to get out more.",lonely,negative
I was anticipating the first day of school for a few days. It was going to be the first day in High school,excited,very positive
I've always been loyal to my wife and children.,faithful,positive
I saw a cochroach in my living room last night.,disgusted,very negative
I was terrified to walk home from the bar one night. There were gunshots nearby,afraid,very negative
When my car caught on fire while driving ,afraid,very negative
I got first place in the karaoke contest. I didn't think I would win but I did.,proud,very positive
"My brother recently confessed that one time, when we were kids, he spit in my orange juice.  Apparently he was mad at me for some reason.  He kept the secret for over 15 years.",disgusted,very negative
I was pleased with the quality of our county fair I went to last night.,impressed,very positive
My storage unit burned down and I lost several precious momentos,devastated,very negative
I am so relieved that president Trump won the election.,grateful,very positive
I'm glad it's almost fall now. My favorite time of year.,hopeful,very positive
When my friend got into a car accident,terrified,very negative
My cousin won $5000,jealous,negative
My coworkers got together and got me flowers when my mother passed away. I am lucky to have such caring people around me.,grateful,very positive
i came across my old baby blanket,sentimental,positive
I feel so bad about myself,guilty,very negative
I recently applied for a new position at a higher paying company and they called me for an interview! I am really wishing to get hired there!,hopeful,very positive
I am getting ready for an upcoming economy crisis in the USA ,anticipating,positive
My wife decided to quit her job in order to go after a more lucrative and fulfilling one.  It would just take time to start earning some money.,hopeful,very positive
I always feel like thinking of the old days when I drive my old truck.,nostalgic,positive
I found $10 on the ground.  It was at a time I particularly needed it.,grateful,very positive
I was doing a fishing trip. I caught a huge fish!,surprised,positive
that the neighbor lets her cats use the bathroom outside my window ,disgusted,very negative
"Last week I was walking to the convenience store with my wife. We ended up not going inside because there were cop cars all around. When we asked a police officer what was happening, he said there was a shooting.",terrified,very negative
when we were struggling financially our church gave us some food and 50$. ,grateful,very positive
I live in a town that has several major highways. The other day I passed an awful accident where a car was mutilated beyond recognition and it was do to the carelessness of someone speeding onto the on ramp of the highway and not watching the traffic coming as they entered it. It made me angry.,furious,very negative
My friend bragged about being good at FIFA. I beat him after playing against each other,proud,very positive
I wanted to hold out and see if I got a bonus. The bonus would allow me and my family to take a vacation,hopeful,very positive
I've been a bit uneasy lately and I'm not sure why.,anxious,negative
I was praying to god to help out our family. I wanted my son to get better,faithful,positive
Still waiting on the insurance company to give me approval to get my estimate.  My car was backed into over two weeks ago.,annoyed,negative
I told a secret to my friend. I wanted him to keep it,trusting,very positive
I researched for weeks for my paper. With that much work I was ready for anything,prepared,positive
